,id,listing_url,last_scraped,host_location,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,bathrooms_number,bathrooms_type,listing_duration,hosting_duration,price_per_person,is_local_host,total_unique_reviews,unique_review_rate,lat_name,lng_name,lat_lng_name,covid_case_rate,lat_long_id,total_crime_per_day
1060,19015592,https://www.airbnb.com/rooms/19015592,2020-09-08 00:00:00,"New York, New York, United States",2014-10-06 00:00:00,within an hour,1,0.75,t,Chelsea,0,0,t,t,Chelsea,Manhattan,40.74183,-73.99878,Entire condominium,Entire home/apt,2,1.5 baths,1,1,350,2,1125,2,2,1125,1125,2,1125,t,28,58,88,117,17,6,0,2018-05-20 00:00:00,2019-12-08 00:00:00,100,10,10,10,10,10,10,f,1,1,0,0,0.6,1.5,undefined,567,1889,175,t,4,0.235294118,5,6,5-6,17175.14,5-6,0.471940997
1061,19054163,https://www.airbnb.com/rooms/19054163,2020-09-08 00:00:00,"New York, New York, United States",2017-06-01 00:00:00,within an hour,1,1,t,Bedford-Stuyvesant,2,2,t,t,Bedford-Stuyvesant,Brooklyn,40.68633,-73.93972,Entire apartment,Entire home/apt,5,1 bath,2,3,96.14,1,1125,1,1,1125,1125,1,1125,t,25,49,74,349,153,37,4,2017-06-20 00:00:00,2020-08-24 00:00:00,95,10,10,10,10,9,10,t,2,2,0,0,3.9,1,undefined,1161,1180,19.228,t,5,0.032679739,4,7,4-7,19004.67,4-7,0.476812541
1062,19073637,https://www.airbnb.com/rooms/19073637,2020-09-08 00:00:00,"New York, New York, United States",2014-05-26 00:00:00,,,1,t,Park Slope,2,2,t,t,South Slope,Brooklyn,40.66744,-73.98798,Private room in townhouse,Private room,2,2.5 shared baths,1,1,79,2,1125,2,3,1125,1125,2.1,1125,t,0,0,0,0,81,21,0,2017-06-13 00:00:00,2020-03-18 00:00:00,99,10,10,10,10,10,10,t,1,0,1,0,2.05,2.5,shared,1009,2123,39.5,t,10,0.12345679,4,6,4-6,12549.77,4-6,0.244448073
1063,19138221,https://www.airbnb.com/rooms/19138221,2020-09-08 00:00:00,"New York, New York, United States",2015-01-06 00:00:00,within an hour,1,0.94,t,Chelsea,3,3,t,t,Chelsea,Manhattan,40.7462,-74.00222,Entire apartment,Entire home/apt,2,1 bath,,2,375,29,1125,29,29,1125,1125,29,1125,t,8,38,68,343,36,7,0,2017-07-21 00:00:00,2020-07-31 00:00:00,100,10,10,10,10,10,10,f,2,2,0,0,0.94,1,undefined,1106,2033,187.5,t,4,0.111111111,5,5,5-5,11992.5,5-6,0.471940997
1064,19141812,https://www.airbnb.com/rooms/19141812,2020-09-09 00:00:00,"Brooklyn, New York, United States",2017-06-06 00:00:00,within a few hours,1,1,f,East New York,3,3,t,t,Cypress Hills,Brooklyn,40.67914,-73.88982,Private room in house,Private room,3,1 shared bath,1,1,45,3,365,3,3,1125,1125,3,1125,t,21,51,81,356,38,10,0,2017-09-05 00:00:00,2020-03-15 00:00:00,88,9,8,9,9,9,9,t,3,0,3,0,1.04,1,shared,922,1013,15,t,4,0.105263158,4,8,4-8,14990.12,4-8,0.20602003
1065,19162180,https://www.airbnb.com/rooms/19162180,2020-09-09 00:00:00,"Brooklyn, New York, United States",2017-06-07 00:00:00,within an hour,1,1,t,Flatbush,1,1,t,t,Flatbush,Brooklyn,40.63262,-73.95768,Entire apartment,Entire home/apt,4,1 bath,2,2,125,2,1124,2,2,1124,1124,2,1124,t,21,51,81,171,99,14,0,2017-08-07 00:00:00,2020-03-15 00:00:00,99,10,10,10,10,9,10,f,1,1,0,0,2.63,1,undefined,951,1012,31.25,t,9,0.090909091,3,6,3-6,22984.82,3-6,0.172545177
1066,19182044,https://www.airbnb.com/rooms/19182044,2020-09-08 00:00:00,"Norwalk, Connecticut, United States",2016-07-16 00:00:00,within a day,1,0.92,t,Chelsea,1,1,t,t,Chelsea,Manhattan,40.75112,-73.99605,Entire apartment,Entire home/apt,5,1 bath,2,3,350,3,60,3,3,1125,1125,3,1125,t,13,25,37,197,60,9,0,2018-01-04 00:00:00,2020-02-17 00:00:00,100,10,10,10,10,10,10,f,1,1,0,0,1.84,1,undefined,774,1311,70,f,4,0.066666667,5,6,5-6,17175.14,5-6,0.471940997
1067,19280591,https://www.airbnb.com/rooms/19280591,2020-09-08 00:00:00,"New York, New York, United States",2017-11-08 00:00:00,,,,f,,1,1,t,t,West Village,Manhattan,40.7316,-74.00212,Entire townhouse,Entire home/apt,3,1 bath,2,2,466,4,28,3,4,1125,1125,4,1125,t,0,20,50,123,82,23,1,2017-08-08 00:00:00,2020-08-30 00:00:00,99,10,10,10,10,10,9,t,1,1,0,0,2.18,1,undefined,1118,1026,155.3333333,t,8,0.097560976,5,5,5-5,11992.5,5-6,0.471940997
1068,19314589,https://www.airbnb.com/rooms/19314589,2020-09-08 00:00:00,"New York, New York, United States",2017-06-15 00:00:00,within an hour,1,1,f,Alphabet City,1,1,t,f,East Village,Manhattan,40.72408,-73.98297,Entire apartment,Entire home/apt,2,1 bath,1,2,102.14,3,1125,3,3,1125,1125,3,1125,t,5,12,28,189,273,58,0,2017-06-26 00:00:00,2020-08-01 00:00:00,97,10,10,10,10,10,9,t,1,1,0,0,6.99,1,undefined,1132,1143,51.07,t,9,0.032967033,5,6,5-6,17175.14,5-6,0.471940997
1069,19348588,https://www.airbnb.com/rooms/19348588,2020-09-08 00:00:00,"New York, New York, United States",2017-06-17 00:00:00,,,0.92,f,Washington Heights,1,1,t,f,Washington Heights,Manhattan,40.83366,-73.94302,Private room in apartment,Private room,2,1 private bath,1,1,65,2,90,2,2,1125,1125,2,1125,t,0,0,0,0,131,24,0,2017-08-05 00:00:00,2020-02-29 00:00:00,97,10,10,10,10,10,10,f,1,0,1,0,3.47,1,private,938,987,32.5,t,4,0.030534351,7,7,7-7,34191.35,7-7,0.575685826
1070,19470210,https://www.airbnb.com/rooms/19470210,2020-09-08 00:00:00,"New York, New York, United States",2013-12-27 00:00:00,within a few hours,1,0.99,t,Upper West Side,1,1,t,t,Upper West Side,Manhattan,40.77727,-73.98127,Entire apartment,Entire home/apt,3,1 bath,,2,250,3,14,3,3,14,14,3,14,t,3,21,51,302,44,17,0,2017-10-19 00:00:00,2020-08-02 00:00:00,99,10,10,10,10,10,10,f,2,2,0,0,1.25,1,undefined,1018,2410,83.33333333,t,5,0.113636364,6,6,6-6,25265.89,6-6,0.26869693
1071,19618958,https://www.airbnb.com/rooms/19618958,2020-09-08 00:00:00,"New York, New York, United States",2013-07-26 00:00:00,within an hour,1,1,t,Lower East Side,2,2,t,t,Chinatown,Manhattan,40.71558,-73.99136,Entire apartment,Entire home/apt,4,1 bath,1,1,250,30,1125,30,30,1125,1125,30,1125,t,7,37,67,342,76,0,0,2017-08-11 00:00:00,2019-05-05 00:00:00,98,10,10,10,10,10,10,f,2,2,0,0,2.03,1,undefined,632,2109,62.5,t,4,0.052631579,5,6,5-6,17175.14,5-6,0.471940997
1072,19717723,https://www.airbnb.com/rooms/19717723,2020-09-08 00:00:00,"New York, New York, United States",2015-11-22 00:00:00,,,0.83,t,East Village,1,1,t,t,East Village,Manhattan,40.72696,-73.98553,Entire apartment,Entire home/apt,1,1 bath,,1,145,2,8,2,2,8,8,2,8,t,0,0,8,98,101,15,0,2017-07-18 00:00:00,2019-12-29 00:00:00,100,10,10,10,10,10,10,f,1,1,0,0,2.64,1,undefined,894,1498,145,t,5,0.04950495,5,6,5-6,17175.14,5-6,0.471940997
1073,19748553,https://www.airbnb.com/rooms/19748553,2020-09-09 00:00:00,"New York, New York, United States",2015-07-02 00:00:00,within an hour,1,0.97,t,,4,4,t,t,Astoria,Queens,40.76128,-73.92508,Private room in house,Private room,2,1 shared bath,1,2,47,1,21,1,1,1125,1125,1,1125,t,28,58,88,178,153,35,0,2017-07-23 00:00:00,2020-08-09 00:00:00,98,10,10,10,10,10,10,t,3,0,3,0,4.01,1,shared,1113,1865,23.5,t,4,0.026143791,6,7,6-7,20558.47,6-7,0.307233834
1074,19830008,https://www.airbnb.com/rooms/19830008,2020-09-08 00:00:00,"New York, New York, United States",2017-07-11 00:00:00,a few days or more,0,0.95,f,Alphabet City,1,1,t,t,East Village,Manhattan,40.72304,-73.98089,Private room in apartment,Private room,2,2 shared baths,1,1,125,1,44,1,1,1125,1125,1,1125,t,30,60,90,365,106,14,0,2017-07-23 00:00:00,2020-01-31 00:00:00,97,10,9,10,10,10,10,t,1,0,1,0,2.78,2,shared,922,934,62.5,t,5,0.047169811,5,6,5-6,17175.14,5-6,0.471940997
1075,19878366,https://www.airbnb.com/rooms/19878366,2020-09-09 00:00:00,US,2017-02-21 00:00:00,within a few hours,0.93,0.79,t,St. George,13,13,t,t,St. George,Staten Island,40.64478,-74.07897,Private room in house,Private room,2,2 shared baths,1,1,45,2,60,2,2,60,60,2,60,t,0,15,45,159,87,16,1,2017-08-28 00:00:00,2020-08-15 00:00:00,97,10,9,10,10,10,10,f,8,5,3,0,2.35,2,shared,1083,1271,22.5,f,5,0.057471264,3,4,3-4,7472.51,3-4,0.061751578
1076,19949138,https://www.airbnb.com/rooms/19949138,2020-09-08 00:00:00,"New York, New York, United States",2014-06-09 00:00:00,within an hour,1,1,t,Columbia Street Waterfront,1,1,t,t,Columbia St,Brooklyn,40.68626,-74.00141,Entire apartment,Entire home/apt,3,1 bath,1,1,180,7,1125,7,7,1125,1125,7,1125,t,1,1,1,1,29,19,4,2017-07-30 00:00:00,2020-08-30 00:00:00,97,10,9,10,10,10,10,t,1,1,0,0,0.77,1,undefined,1127,2274,60,t,5,0.172413793,4,5,4-5,7690.62,4-6,0.244448073
1077,19982386,https://www.airbnb.com/rooms/19982386,2020-09-08 00:00:00,"New York, New York, United States",2014-08-03 00:00:00,within an hour,1,0.82,t,Chelsea,1,1,t,t,Chelsea,Manhattan,40.74279,-74.00193,Entire apartment,Entire home/apt,6,2 baths,2,2,145,15,1125,15,15,1125,1125,15,1125,t,0,0,0,258,55,12,0,2017-08-01 00:00:00,2020-03-19 00:00:00,93,10,9,10,10,10,9,f,1,1,0,0,1.45,2,undefined,961,2055,24.16666667,t,4,0.072727273,5,5,5-5,11992.5,5-6,0.471940997
1078,20053253,https://www.airbnb.com/rooms/20053253,2020-09-08 00:00:00,"New York, New York, United States",2016-05-27 00:00:00,,,1,t,Bedford-Stuyvesant,2,2,t,f,Bedford-Stuyvesant,Brooklyn,40.69182,-73.9436,Private room in apartment,Private room,2,1 private bath,1,1,140,2,10,2,2,1125,1125,2,1125,t,0,0,0,0,96,7,0,2017-08-09 00:00:00,2020-02-17 00:00:00,99,10,10,10,10,9,10,f,2,0,2,0,2.56,1,private,922,1361,70,t,4,0.041666667,4,7,4-7,19004.67,4-7,0.476812541
1079,20175117,https://www.airbnb.com/rooms/20175117,2020-09-08 00:00:00,"New York, New York, United States",2017-07-31 00:00:00,,,0.96,f,,1,1,t,t,Upper East Side,Manhattan,40.77255,-73.95457,Entire apartment,Entire home/apt,2,1 bath,1,1,168,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,169,28,0,2017-08-18 00:00:00,2020-03-07 00:00:00,95,10,9,10,10,10,10,t,1,1,0,0,4.53,1,undefined,932,950,84,t,4,0.023668639,6,6,6-6,25265.89,6-6,0.26869693
1080,20191216,https://www.airbnb.com/rooms/20191216,2020-09-08 00:00:00,"New York, New York, United States",2017-08-01 00:00:00,,,1,f,Upper East Side,1,1,t,t,Upper East Side,Manhattan,40.78612,-73.95359,Private room in apartment,Private room,1,1 shared bath,1,1,103,9,35,9,9,1125,1125,9,1125,t,0,0,0,0,37,8,0,2017-09-13 00:00:00,2019-12-31 00:00:00,98,9,10,10,10,10,9,t,1,0,1,0,1.02,1,shared,839,882,103,t,6,0.162162162,6,6,6-6,25265.89,6-6,0.26869693
1081,20213973,https://www.airbnb.com/rooms/20213973,2020-09-09 00:00:00,"New York, New York, United States",2017-07-09 00:00:00,within an hour,0.97,0.89,t,Ditmars / Steinway,7,7,t,t,Ditmars Steinway,Queens,40.77253,-73.90472,Private room in house,Private room,2,2 shared baths,1,1,51,1,1125,1,2,1125,1125,1.3,1125,t,30,60,90,365,117,16,0,2017-08-12 00:00:00,2020-02-17 00:00:00,97,10,10,10,10,10,10,f,6,0,6,0,3.12,2,shared,919,953,25.5,t,6,0.051282051,6,7,6-7,20558.47,6-7,0.307233834
1082,20216170,https://www.airbnb.com/rooms/20216170,2020-09-08 00:00:00,"Brooklyn, New York, United States",2017-08-02 00:00:00,,,,t,Greenpoint,2,2,t,f,Greenpoint,Brooklyn,40.73639,-73.95342,Entire apartment,Entire home/apt,2,1 bath,1,1,83,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,93,0,0,2017-08-26 00:00:00,2019-09-01 00:00:00,100,10,10,10,10,10,10,t,2,2,0,0,2.51,1,undefined,736,760,41.5,t,6,0.064516129,5,6,5-6,17175.14,5-6,0.471940997
1083,20249492,https://www.airbnb.com/rooms/20249492,2020-09-08 00:00:00,"Jersey City, New Jersey, United States",2017-08-04 00:00:00,within a few hours,1,0.91,t,Flatiron District,1,1,t,t,Flatiron District,Manhattan,40.74416,-73.99017,Entire loft,Entire home/apt,5,1 bath,2,2,564,3,1125,3,3,1125,1125,3,1125,t,12,42,72,72,61,14,0,2017-10-10 00:00:00,2020-03-12 00:00:00,96,10,10,10,9,10,9,f,1,1,0,0,1.72,1,undefined,884,951,112.8,f,5,0.081967213,5,6,5-6,17175.14,5-6,0.471940997
1084,20271739,https://www.airbnb.com/rooms/20271739,2020-09-08 00:00:00,"Brooklyn, New York, United States",2010-06-18 00:00:00,,,1,t,Gowanus,2,2,t,t,Gowanus,Brooklyn,40.67949,-73.98666,Entire apartment,Entire home/apt,7,1 bath,2,2,224,2,45,1,2,1125,1125,1.3,1125,t,0,0,0,0,179,46,0,2017-12-10 00:00:00,2020-03-15 00:00:00,99,10,10,10,10,10,10,f,2,2,0,0,5.35,1,undefined,826,3558,32,t,16,0.089385475,4,6,4-6,12549.77,4-6,0.244448073
1085,20303629,https://www.airbnb.com/rooms/20303629,2020-09-08 00:00:00,"New York, New York, United States",2011-08-21 00:00:00,within an hour,1,1,t,East Village,1,1,t,t,East Village,Manhattan,40.72404,-73.98935,Entire apartment,Entire home/apt,3,1 bath,2,2,170,30,300,1,30,1125,1125,29.6,1125,t,0,6,36,181,76,21,0,2017-08-26 00:00:00,2020-04-13 00:00:00,98,10,10,10,10,10,9,t,1,1,0,0,2.05,1,undefined,961,3158,56.66666667,t,9,0.118421053,5,6,5-6,17175.14,5-6,0.471940997
1086,20303629,https://www.airbnb.com/rooms/20303629,2020-09-08 00:00:00,"New York, New York, United States",2011-08-21 00:00:00,within an hour,1,1,t,East Village,1,1,t,t,East Village,Manhattan,40.72404,-73.98935,Entire apartment,Entire home/apt,3,1 bath,2,2,170,30,300,1,30,1125,1125,29.6,1125,t,0,6,36,181,76,21,0,2017-08-26 00:00:00,2020-04-13 00:00:00,98,10,10,10,10,10,9,t,1,1,0,0,2.05,1,undefined,961,3158,56.66666667,t,9,0.118421053,5,6,5-6,17175.14,5-6,0.471940997
1087,20330822,https://www.airbnb.com/rooms/20330822,2020-09-08 00:00:00,"New York, New York, United States",2014-08-18 00:00:00,,,1,f,Upper West Side,1,1,t,t,Upper West Side,Manhattan,40.79312,-73.96886,Entire apartment,Entire home/apt,2,1.5 baths,1,1,249,3,10,3,3,10,10,3,10,t,30,60,90,90,42,8,0,2017-08-13 00:00:00,2019-12-16 00:00:00,94,10,8,10,10,10,9,f,1,1,0,0,1.12,1.5,undefined,855,1946,124.5,t,4,0.095238095,6,6,6-6,25265.89,6-6,0.26869693
1088,20412884,https://www.airbnb.com/rooms/20412884,2020-09-08 00:00:00,"New York, New York, United States",2017-07-31 00:00:00,within a few hours,1,0.95,t,Midtown East,1,1,t,t,Midtown,Manhattan,40.75878,-73.97069,Entire condominium,Entire home/apt,6,2 baths,2,4,320,1,1125,1,1,1125,1125,1,1125,t,0,0,3,3,139,41,1,2017-09-01 00:00:00,2020-08-09 00:00:00,95,10,9,10,10,10,10,f,1,1,0,0,3.78,2,undefined,1073,1105,53.33333333,t,4,0.028776978,6,6,6-6,25265.89,6-6,0.26869693
1089,20521505,https://www.airbnb.com/rooms/20521505,2020-09-08 00:00:00,"New York, New York, United States",2012-06-11 00:00:00,within an hour,0.9,1,f,Crown Heights,1,1,t,t,Crown Heights,Brooklyn,40.66543,-73.95439,Entire apartment,Entire home/apt,3,1 bath,1,2,95,2,1125,2,2,1125,1125,2,1125,t,0,13,43,43,89,28,3,2017-09-10 00:00:00,2020-09-05 00:00:00,94,10,10,10,10,9,9,f,1,1,0,0,2.44,1,undefined,1091,3008,31.66666667,t,5,0.056179775,4,6,4-6,12549.77,4-6,0.244448073
1090,20572472,https://www.airbnb.com/rooms/20572472,2020-09-08 00:00:00,"New York, New York, United States",2013-06-14 00:00:00,within a few hours,1,1,t,Fort Greene,1,1,t,t,Fort Greene,Brooklyn,40.68481,-73.9694,Entire apartment,Entire home/apt,2,1 bath,1,1,245,3,90,3,3,1125,1125,3,1125,t,0,7,37,127,96,30,1,2017-09-10 00:00:00,2020-08-13 00:00:00,97,10,10,10,10,10,9,f,1,1,0,0,2.63,1,undefined,1068,2617,122.5,t,16,0.166666667,4,6,4-6,12549.77,4-6,0.244448073
1091,20581823,https://www.airbnb.com/rooms/20581823,2020-09-08 00:00:00,"New York, New York, United States",2016-07-10 00:00:00,within an hour,1,0.93,t,Wakefield,7,7,t,t,Wakefield,Bronx,40.89756,-73.85639,Private room in apartment,Private room,1,1 shared bath,1,1,29,1,21,1,1,21,21,1,21,t,0,0,0,0,167,30,0,2017-09-01 00:00:00,2020-01-04 00:00:00,95,10,10,10,10,9,10,f,6,0,6,0,4.54,1,shared,855,1273,29,t,7,0.041916168,8,8,8-8,19302.86,8-8,0.201338994
1092,20688624,https://www.airbnb.com/rooms/20688624,2020-09-08 00:00:00,"Austin, Texas, United States",2011-08-16 00:00:00,within an hour,1,0.99,t,Westlake Hills,2,2,t,t,Chelsea,Manhattan,40.74419,-73.99913,Entire apartment,Entire home/apt,2,1 bath,,1,200,2,1124,2,2,1125,1125,2,1125,t,0,0,0,0,159,41,0,2017-09-04 00:00:00,2020-07-15 00:00:00,96,10,10,10,10,10,10,t,1,1,0,0,4.33,1,undefined,1045,3256,100,f,4,0.025157233,5,6,5-6,17175.14,5-6,0.471940997
1093,20821762,https://www.airbnb.com/rooms/20821762,2020-09-08 00:00:00,"Brooklyn, New York, United States",2017-04-26 00:00:00,within an hour,0.9,1,f,,1,1,t,t,Greenpoint,Brooklyn,40.72804,-73.95065,Entire apartment,Entire home/apt,6,1 bath,3,7,131,7,120,7,7,1125,1125,7,1125,t,1,1,7,204,48,3,1,2017-10-08 00:00:00,2020-08-09 00:00:00,99,10,10,10,10,10,10,t,1,1,0,0,1.35,1,undefined,1036,1201,21.83333333,t,5,0.104166667,5,7,5-7,6381.48,5-7,0.131014587
1094,20861411,https://www.airbnb.com/rooms/20861411,2020-09-08 00:00:00,"New York, New York, United States",2014-02-19 00:00:00,within an hour,1,0.87,t,Alphabet City,2,2,t,t,East Village,Manhattan,40.72411,-73.97826,Private room in apartment,Private room,2,1.5 baths,1,1,117,2,28,1,2,28,28,1.7,28,t,28,58,88,178,145,35,2,2017-09-21 00:00:00,2020-08-19 00:00:00,97,10,10,10,10,10,10,f,2,0,2,0,4.01,1.5,undefined,1063,2373,58.5,t,5,0.034482759,5,6,5-6,17175.14,5-6,0.471940997
1095,20900984,https://www.airbnb.com/rooms/20900984,2020-09-08 00:00:00,"New York, New York, United States",2017-04-18 00:00:00,within an hour,1,1,t,Lower East Side,2,2,t,f,Lower East Side,Manhattan,40.71944,-73.99396,Entire loft,Entire home/apt,4,1 bath,3,3,525,2,1125,2,2,1125,1125,2,1125,t,0,0,0,0,66,14,0,2017-10-02 00:00:00,2020-03-08 00:00:00,100,10,10,10,10,10,10,t,1,1,0,0,1.85,1,undefined,888,1055,131.25,t,8,0.121212121,5,6,5-6,17175.14,5-6,0.471940997
1096,20915427,https://www.airbnb.com/rooms/20915427,2020-09-09 00:00:00,US,2016-09-20 00:00:00,within an hour,0.8,0.99,t,,3,3,t,t,Mill Basin,Brooklyn,40.60903,-73.91846,Boat,Entire home/apt,2,1 bath,,1,275,1,1125,1,1,1125,1125,1,1125,t,0,0,0,251,34,13,0,2019-04-13 00:00:00,2020-07-20 00:00:00,98,10,10,10,10,10,9,t,1,1,0,0,1.98,1,undefined,464,1399,137.5,f,4,0.117647059,3,7,3-7,12875.38,3-7,0.139696277
1097,20942352,https://www.airbnb.com/rooms/20942352,2020-09-09 00:00:00,"New York, New York, United States",2017-09-14 00:00:00,within a few hours,0.7,0.98,t,Astoria,2,2,t,t,Ditmars Steinway,Queens,40.77864,-73.91445,Private room in house,Private room,2,1 shared bath,1,1,60,1,29,1,1,1125,1125,1,1125,t,8,34,56,217,131,30,0,2017-09-23 00:00:00,2020-06-24 00:00:00,96,10,10,10,10,10,10,t,2,1,1,0,3.63,1,shared,1005,1014,30,t,4,0.030534351,6,7,6-7,20558.47,6-7,0.307233834
1098,20968166,https://www.airbnb.com/rooms/20968166,2020-09-09 00:00:00,"Queens, New York, United States",2017-02-14 00:00:00,within an hour,1,1,t,Jamaica,2,2,t,t,Springfield Gardens,Queens,40.66648,-73.76286,Entire apartment,Entire home/apt,2,1 bath,,1,70,1,30,1,1,1125,1125,1,1125,t,14,26,51,220,227,60,5,2017-10-10 00:00:00,2020-08-31 00:00:00,98,10,10,10,10,10,10,f,2,2,0,0,6.39,1,undefined,1056,1294,35,t,4,0.017621145,4,10,4-10,12884.55,4-10,0.132810799
1099,20970822,https://www.airbnb.com/rooms/20970822,2020-09-09 00:00:00,"Brooklyn, New York, United States",2017-09-16 00:00:00,within an hour,1,0.99,t,East Flatbush,1,1,t,f,East Flatbush,Brooklyn,40.65454,-73.91569,Tiny house,Entire home/apt,4,1 bath,,2,110,1,1125,1,1,1125,1125,1,1125,t,28,58,88,363,312,108,8,2017-10-07 00:00:00,2020-09-05 00:00:00,98,10,10,10,10,10,10,t,1,1,0,0,8.76,1,undefined,1064,1085,27.5,t,5,0.016025641,3,7,3-7,12875.38,4-7,0.476812541
1100,21027809,https://www.airbnb.com/rooms/21027809,2020-09-09 00:00:00,"New York, New York, United States",2013-09-30 00:00:00,within a day,1,0.91,t,Lefferts Garden,1,1,t,t,Prospect-Lefferts Gardens,Brooklyn,40.65894,-73.95262,Entire apartment,Entire home/apt,4,1 bath,2,4,89,4,1125,4,4,1125,1125,4,1125,t,1,10,21,280,155,52,0,2018-09-28 00:00:00,2020-08-01 00:00:00,99,10,10,10,10,10,10,f,1,1,0,0,6.52,1,undefined,673,2497,22.25,t,7,0.04516129,4,6,4-6,12549.77,4-6,0.244448073
1101,21054217,https://www.airbnb.com/rooms/21054217,2020-09-08 00:00:00,"New York, New York, United States",2017-09-22 00:00:00,within an hour,1,0.96,t,Chelsea,1,1,t,t,Chelsea,Manhattan,40.74858,-73.99323,Entire apartment,Entire home/apt,6,2 baths,3,3,933,2,1125,2,2,1125,1125,2,1125,t,0,0,0,0,67,16,0,2017-10-15 00:00:00,2020-03-15 00:00:00,100,10,10,10,10,10,10,f,1,1,0,0,1.9,2,undefined,882,905,155.5,t,10,0.149253731,5,6,5-6,17175.14,5-6,0.471940997
1102,21089520,https://www.airbnb.com/rooms/21089520,2020-09-08 00:00:00,"New York, New York, United States",2017-09-18 00:00:00,within an hour,1,0.93,t,Bedford-Stuyvesant,1,1,t,t,Bedford-Stuyvesant,Brooklyn,40.67865,-73.9126,Entire townhouse,Entire home/apt,5,1 bath,2,5,150,2,1125,2,2,1125,1125,2,1125,t,0,0,0,0,167,39,2,2017-10-07 00:00:00,2020-08-23 00:00:00,97,9,10,10,10,9,10,f,1,1,0,0,4.69,1,undefined,1051,1070,30,t,4,0.023952096,4,7,4-7,19004.67,4-7,0.476812541
1103,21110331,https://www.airbnb.com/rooms/21110331,2020-09-09 00:00:00,"New York, New York, United States",2017-07-17 00:00:00,a few days or more,0.36,0.74,f,Mott Haven,2,2,t,t,Mott Haven,Bronx,40.80762,-73.92454,Entire house,Entire home/apt,2,1 bath,1,1,111,2,9,1,2,9,9,1.3,9,t,28,58,88,178,172,53,6,2017-10-17 00:00:00,2020-08-25 00:00:00,95,9,10,10,10,9,9,f,2,2,0,0,4.87,1,undefined,1043,1135,55.5,t,4,0.023255814,7,7,7-7,34191.35,6-7,0.307233834
1104,21158775,https://www.airbnb.com/rooms/21158775,2020-09-08 00:00:00,"New York, New York, United States",2011-09-18 00:00:00,within an hour,1,0.82,t,Clinton Hill,10,10,t,t,Clinton Hill,Brooklyn,40.69075,-73.9677,Private room in house,Private room,2,1 private bath,1,1,319,1,29,1,1,29,29,1,29,t,20,50,80,355,66,9,0,2017-10-20 00:00:00,2020-02-16 00:00:00,99,10,10,10,10,10,10,f,11,3,8,0,1.88,1,private,849,3073,159.5,t,13,0.196969697,4,6,4-6,12549.77,4-6,0.244448073
1105,21161561,https://www.airbnb.com/rooms/21161561,2020-09-09 00:00:00,"New York, New York, United States",2014-11-23 00:00:00,within a few hours,1,1,t,,1,1,t,f,Upper East Side,Manhattan,40.77112,-73.96226,Entire apartment,Entire home/apt,4,1 bath,2,2,239,7,1125,7,7,1125,1125,7,1125,t,18,32,42,296,88,11,0,2017-12-27 00:00:00,2020-03-09 00:00:00,99,10,10,10,10,10,10,t,1,1,0,0,2.67,1,undefined,803,1933,59.75,t,4,0.045454545,6,6,6-6,25265.89,6-6,0.26869693
1106,21174008,https://www.airbnb.com/rooms/21174008,2020-09-08 00:00:00,"New York, New York, United States",2011-06-17 00:00:00,within a day,1,0.89,f,,2,2,t,t,West Village,Manhattan,40.73309,-74.00482,Entire apartment,Entire home/apt,3,1 bath,1,1,212,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,77,0,0,2017-11-10 00:00:00,2019-07-15 00:00:00,95,10,10,10,9,10,9,f,2,1,1,0,2.23,1,undefined,612,2950,70.66666667,t,6,0.077922078,5,5,5-5,11992.5,5-5,0.076284563
1107,21203987,https://www.airbnb.com/rooms/21203987,2020-09-09 00:00:00,"New York, New York, United States",2013-10-03 00:00:00,within a few hours,1,0.78,t,Clinton Hill,1,1,t,t,Bedford-Stuyvesant,Brooklyn,40.69195,-73.96045,Entire loft,Entire home/apt,6,1 bath,,2,88,2,1125,2,2,1125,1125,2,1125,t,3,27,54,54,151,40,3,2017-11-01 00:00:00,2020-09-07 00:00:00,98,10,10,10,10,10,10,f,1,1,0,0,4.34,1,undefined,1041,2531,14.66666667,t,5,0.033112583,4,6,4-6,12549.77,4-6,0.244448073
